dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time,se_services,ell_programs,school_accessibility_description,number_programs,Location 1
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",Bronx,9,11,10455,126,NYC P-Tech 9-14 School,,,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"455 Southern Blvd
Bronx, NY 10455
(40.810405415000446, -73.90680011599966)"
07X334,International Community High School,Bronx,9,12,10454,437,International School,,,9:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"345 Brook Avenue
Bronx, NY 10454
(40.810036192000496, -73.91781248199965)"
07X427,Community School for Social Justice,Bronx,9,12,10451,335,Consortium School,,,8:30 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"350 Gerard Avenue
Bronx, NY 10451
(40.81608448100047, -73.93032383899964)"
07X473,Mott Haven Village Preparatory High School,Bronx,9,12,10455,344,,"English Literature and Composition, United States History",,8:30 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"701 St. Anns Avenue
Bronx, NY 10455
(40.81817353600047, -73.91109266299964)"
07X495,University Heights Secondary School,Bronx,9,12,10455,466,Consortium School,"Biology, English Language and Composition, United States History","Biology, English Language and Composition, United States History",8:45 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"701 St. Anns Avenue
Bronx, NY 10455
(40.81817353600047, -73.91109266299964)"
07X500,Hostos-Lincoln Academy of Science,Bronx,6,12,10455,537,,"Calculus AB, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Statistics",,8:00 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"600 Saint Ann'S Avenue
Bronx, NY 10455
(40.814955342000474, -73.91251954199964)"
07X520,Foreign Language Academy of Global Studies,Bronx,9,12,10455,189,,English Literature and Composition,,7:30 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"470 Jackson Avenue
Bronx, NY 10455
(40.81113885600047, -73.90978712699967)"
07X522,Bronx Design and Construction Academy,Bronx,9,12,10451,429,CTE School,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, United States History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,2,"333 East 151 Street
Bronx, NY 10451
(40.81824688900048, -73.91973567799965)"
07X527,Bronx Leadership Academy II High School,Bronx,9,12,10451,515,,"Biology, English Literature and Composition, United States History",,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)"
07X547,New Explorers High School,Bronx,9,12,10451,463,,"English Language and Composition, Spanish Language and Culture",Biology,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,4,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)"
07X548,Urban Assembly School for Careers in Sports,Bronx,9,12,10451,575,,"Calculus AB, Calculus BC, United States Government and Politics, United States History",,8:25 AM,3:18 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)"
07X551,The Urban Assembly Bronx Academy of Letters,Bronx,6,12,10451,584,,"English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language and Culture, United States Government and Politics, United States History",,8:00 AM,3:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"339 Morris Avenue
Bronx, NY 10451
(40.81335930300048, -73.92553651499964)"
07X600,Alfred E. Smith Career and Technical Education High School,Bronx,9,12,10451,390,CTE School,"English Language and Composition, United States History",,8:50 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Not Functionally Accessible,3,"333 East 151 Street
Bronx, NY 10451
(40.81824688900048, -73.91973567799965)"
07X670,Health Opportunities High School,Bronx,9,12,10451,577,,"Biology, European History, Spanish Language and Culture, United States History",,8:15 AM,3:35 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"350 Gerard Avenue
Bronx, NY 10451
(40.81608448100047, -73.93032383899964)"
08X269,Bronx Studio School for Writers and Artists,Bronx,6,12,10459,540,,"English Literature and Composition, Environmental Science, United States Government and Politics",,8:20 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"928 Simpson Street
Bronx, NY 10459
(40.820623637000494, -73.89307351899964)"
08X282,Women's Academy of Excellence,Bronx,9,12,10473,395,All-Girls School,English Literature and Composition,,8:30 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"456 White Plains Road
Bronx, NY 10473
(40.814918340000474, -73.85656553499967)"
08X293,Renaissance High School for Musical Theater & Technology,Bronx,9,12,10461,454,,"English Literature and Composition, Psychology, Spanish Language and Culture, United States Government and Politics, World History",,8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)"
08X305,Pablo Neruda Academy,Bronx,9,12,10473,335,,"Art History, English Language and Composition, English Literature and Composition, United States Government and Politics",,8:00 AM,3:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)"
08X312,Millennium Art Academy,Bronx,9,12,10473,496,,"Calculus AB, English Language and Composition, English Literature and Composition",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)"
08X320,Pelham Lab High School,Bronx,9,11,10461,95,,,,8:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)"
08X332,Holcombe L. Rucker School of Community Research,Bronx,9,12,10459,261,,"English Literature and Composition, Spanish Literature and Culture",,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"965 Longwood Avenue
Bronx, NY 10459
(40.81743944600049, -73.89804920599965)"
08X348,Schuylerville Preparatory High School,Bronx,9,11,10461,95,,,,8:00 AM,3:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)"
08X349,Bronx River High School,Bronx,9,11,10461,101,,,,8:14 AM,3:36 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)"
08X367,"Archimedes Academy for Math, Science and Technology Applications",Bronx,6,12,10473,637,,,,8:25 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"456 White Plains Road
Bronx, NY 10473
(40.814918340000474, -73.85656553499967)"
08X376,Antonia Pantoja Preparatory Academy: A College Board School,Bronx,6,12,10473,466,,,,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)"
08X405,Herbert H. Lehman High School.,Bronx,9,12,10461,2059,,"Biology, Calculus AB, Calculus BC, English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History",,8:15 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,3,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)"
08X432,BRONX BRIDGES HIGH SCHOOL,Bronx,9,12,10473,313,,"Biology, Calculus AB, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History","French Language and Culture, French Literature",8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)"
08X452,Bronx Guild,Bronx,9,12,10473,315,,,,8:30 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)"
08X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",Bronx,9,12,10473,341,,"Comparative Government and Politics, English Language and Composition, English Literature and Composition, United States History",,8:00 AM,2:19 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"1440 Story Avenue
Bronx, NY 10473
(40.82117077000049, -73.88113634599966)"
08X530,Banana Kelly High School,Bronx,9,12,10459,364,,"English Language and Composition, Human Geography, United States History",,8:45 AM,3:05 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Not Functionally Accessible,1,"965 Longwood Avenue
Bronx, NY 10459
(40.81743944600049, -73.89804920599965)"
08X558,Westchester Square Academy,Bronx,9,12,10461,251,,"European History, Spanish Language and Culture",,8:15 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)"
08X559,School for Tourism and Hospitality,Bronx,9,12,10456,161,CTE School,,,8:30 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"900 Tinton Avenue
Bronx, NY 10456
(40.82188734100049, -73.90343805499964)"
08X561,Bronx Compass High School,Bronx,9,12,10473,195,,,,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)"
09X227,Bronx Collegiate Academy,Bronx,9,12,10457,356,,"English Language and Composition, English Literature and Composition, Spanish Language and Culture, United States Government and Politics, United States History",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)"
09X231,Eagle Academy for Young Men,Bronx,6,12,10457,645,All-Boys School,"Calculus AB, Chemistry, Computer Science AB, English Language and Composition, English Literature and Composition, United States History, World History",,8:30 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"4143 Third Avenue
Bronx, NY 10457
(40.84518532700048, -73.89698066799963)"
09X241,"Urban Assembly School for Applied Math and Science, The",Bronx,6,12,10457,605,,"Biology, Calculus AB",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)"
09X250,Eximius College Preparatory Academy: A College Board School,Bronx,9,12,10456,423,,"English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, World History",,8:00 AM,3:22 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1363 Fulton Avenue
Bronx, NY 10456
(40.833738559000494, -73.90244824499968)"
09X252,Mott Hall Bronx High School,Bronx,9,12,10457,379,,,,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)"
09X260,Bronx Center for Science and Mathematics,Bronx,9,12,10456,461,,"Biology, Calculus AB, English Language and Composition, United States History, World History",,7:30 AM,3:25 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1363 Fulton Avenue
Bronx, NY 10456
(40.833738559000494, -73.90244824499968)"
09X263,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,9,12,10457,374,,,,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)"
09X276,Leadership Institute,Bronx,9,12,10457,227,,,,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"1701 Fulton Avenue
Bronx, NY 10457
(40.8412708780005, -73.89797867699963)"
09X297,Morris Academy for Collaborative Studies,Bronx,9,12,10456,464,,"English Language and Composition, Spanish Language and Culture",,8:15 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)"
09X324,Bronx Early College Academy for Teaching & Learning,Bronx,6,12,10456,508,,,,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"250 East 164 Street
Bronx, NY 10456
(40.828714180000475, -73.91775570199962)"
09X327,Comprehensive Model School Project M.S. 327,Bronx,6,12,10452,543,,"Biology, Chemistry, United States History",,8:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1501 Jerome Avenue
Bronx, NY 10452
(40.842414068000494, -73.91616158599965)"
09X329,DreamYard Preparatory School,Bronx,9,12,10457,345,,"Biology, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, United States History",,8:40 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)"
09X350,New Directions Secondary School,Bronx,6,9,10457,107,New School,,,,,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)"
09X365,Academy for Language and Technology,Bronx,9,12,10453,301,,Spanish Language and Culture,"Art History, Biology, Chemistry, Psychology, Spanish Language and Culture, Spanish Literature and Culture, World History",8:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Not Functionally Accessible,3,"1700 Macombs Road
Bronx, NY 10453
(40.84910216800046, -73.91608844099966)"
09X403,Bronx International High School,Bronx,9,12,10456,414,International School,,,9:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)"
09X404,School for Excellence,Bronx,9,12,10456,396,,,,8:15 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)"
09X412,Bronx High School of Business,Bronx,9,12,10457,359,,"English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture",,7:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)"
09X413,Bronx High School for Medical Science,Bronx,6,12,10457,465,,Spanish Language and Culture,,7:45 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)"
09X505,"Bronx School for Law, Government and Justice",Bronx,6,12,10451,773,,"Biology, English Literature and Composition, Spanish Language and Culture, United States Government and Politics",,8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"244 East 163 Street
Bronx, NY 10451
(40.827589367000485, -73.91866815999964)"
09X517,Frederick Douglass Academy III Secondary School,Bronx,9,12,10456,410,,"Art History, Biology, Calculus AB, English Language and Composition, Environmental Science, Psychology, Spanish Language and Culture, United States History",,8:30 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"3630 Third Avenue
Bronx, NY 10456
(40.83416725000046, -73.90403294799967)"
09X525,Bronx Leadership Academy High School,Bronx,9,12,10457,711,,"Biology, English Language and Composition, United States History, World History",,8:00 AM,3:44 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1710 Webster Avenue
Bronx, NY 10457
(40.84358119500047, -73.90322003799963)"
09X543,High School for Violin and Dance,Bronx,9,12,10456,378,,,,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)"
09X564,Claremont International HS,Bronx,9,12,10457,171,International School,,,8:40 AM,3:17 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)"
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),Bronx,6,12,10463,1355,,"Biology, Calculus AB, English Literature and Composition, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 3-D Design, United States Government and Politics, United States History, World History",,8:20 AM,2:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"660 West 237 Street
Bronx, NY 10463
(40.88837284900046, -73.91409320399964)"
10X213,Bronx Engineering and Technology Academy,Bronx,9,12,10463,420,,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States History, World History",,8:15 AM,4:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)"
10X225,Theatre Arts Production Company School,Bronx,6,12,10457,581,,"Calculus AB, English Literature and Composition","Calculus AB, English Language and Composition, Environmental Science, Music Theory, United States History, World History",8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,3,"2225 Webster Avenue
Bronx, NY 10457
(40.85464659900049, -73.89664555299964)"
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",Bronx,9,12,10463,573,,"Biology, English Literature and Composition, United States History",,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"120 West 231 Street
Bronx, NY 10463
(40.875975449000464, -73.90123489199965)"
10X243,West Bronx Academy for the Future,Bronx,6,12,10458,611,,"Art History, Chemistry, English Language and Composition, Spanish Language and Culture, United States History, World History",,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)"
10X264,Bronx Academy for Software Engineering (BASE),Bronx,9,11,10458,112,CTE School,,,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"2474 Crotona Avenue
Bronx, NY 10458
(40.85592271000047, -73.88257897999966)"
10X268,Kingsbridge International High School,Bronx,9,12,10468,443,International School,English Language and Composition,,7:45 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)"
10X284,Bronx School of Law and Finance,Bronx,9,12,10463,435,,"Calculus AB, English Language and Composition, Spanish Language and Culture, Spanish Literature and Culture",,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)"
10X342,International School for Liberal Arts,Bronx,6,12,10468,543,,,,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,1,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)"
10X351,Bronx Collaborative High School,Bronx,9,11,10468,90,,,,9:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,1,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.88008184000046, -73.88590153299964)"
10X353,World View High School,Bronx,9,11,10468,71,,,,9:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,1,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.88008184000046, -73.88590153299964)"
10X368,In-Tech Academy (M.S. / High School 368),Bronx,6,12,10463,1036,,"Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language and Culture, United States History, World History",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2975 Tibbett Avenue
Bronx, NY 10463
(40.88005009300048, -73.90920904799964)"
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),Bronx,9,12,10458,467,,,,7:30 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)"
10X433,High School for Teaching and the Professions,Bronx,9,12,10468,499,,"English Literature and Composition, Spanish Language and Culture, United States History",,8:45 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)"
10X434,Belmont Preparatory High School,Bronx,9,12,10458,410,,"Art History, Calculus AB, Chemistry, English Literature and Composition, Environmental Science, Spanish Language and Culture, Spanish Literature and Culture",,8:15 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)"
10X437,Fordham High School for the Arts,Bronx,9,12,10458,407,,"Biology, Computer Science A, English Language and Composition, English Literature and Composition, Music Theory, United States Government and Politics, United States History","Biology, Computer Science A, English Language and Composition, English Literature and Composition, Music Theory, United States Government and Politics, United States History",8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)"
10X438,Fordham Leadership Academy for Business and Technology,Bronx,9,12,10458,460,,"Biology, English Literature and Composition, Spanish Language and Culture",,8:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)"
10X439,Bronx High School for Law and Community Service,Bronx,9,12,10458,403,,"Calculus AB, English Language and Composition, English Literature and Composition, Spanish Language and Culture, United States History, World History",,8:15 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)"
10X440,DeWitt Clinton High School,Bronx,9,12,10468,2746,,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, European History, Macroeconomics, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History, World History",,8:00 AM,2:46 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,5,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.88008184000046, -73.88590153299964)"
10X442,"Celia Cruz Bronx High School of Music, The",Bronx,9,12,10468,436,,"Biology, Chemistry, English Language and Composition, English Literature and Composition, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States History",,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,3,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)"
10X445,Bronx High School of Science,Bronx,9,12,10468,3037,Specialized School,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Comparative Government and Politics, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Human Geography, Italian Language and Culture, Japanese Language and Culture, Macroeconomics, Microeconomics, Music Theory, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, Studio Art: 2-D Design, Studio Art: Drawing, United States Government and Politics, United States History, World History",,8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"75 West 205 Street
Bronx, NY 10468
(40.87705636800047, -73.88978035099967)"
10X477,Marble Hill High School for International Studies,Bronx,9,12,10463,447,,"Biology, Calculus AB, English Literature and Composition, European History, Physics B, Spanish Language and Culture, Spanish Literature and Culture, United States History, World History",,8:30 AM,4:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)"
10X524,Crotona International High School,Bronx,9,12,10458,252,"CTE, International School",,,8:30 AM,4:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"2474 Crotona Avenue
Bronx, NY 10458
(40.85592271000047, -73.88257897999966)"
10X546,Bronx Theatre High School,Bronx,9,12,10463,435,,"Biology, Calculus AB, English Literature and Composition, Spanish Literature and Culture, United States History",,8:40 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)"
10X549,Discovery High School,Bronx,9,12,10468,542,,"Biology, English Language and Composition, Environmental Science, United States History",,8:45 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)"
10X565,High School for Energy and Technology,Bronx,9,12,10458,211,CTE School,"English Literature and Composition, United States Government and Politics","Chemistry, English Language and Composition, Statistics",8:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"2474 Crotona Avenue
Bronx, NY 10458
(40.85592271000047, -73.88257897999966)"
10X696,High School of American Studies at Lehman College,Bronx,9,12,10468,387,Specialized School,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language and Culture, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"2925 Goulden Avenue
Bronx, NY 10468
(40.8712553740005, -73.89751620399966)"
11X249,Bronx Health Sciences High School,Bronx,9,12,10475,345,,,,7:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"750 Baychester Avenue
Bronx, NY 10475
(40.87413179800046, -73.83380451299968)"
